sex,age,Age_class,race_class,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,Reoffending_Likelihood
Female,45,Adult,White,0,3,0,0,3,M,3,Low,2,Low,3,0,336,1
Male,24,Young,Other,0,5,0,0,2,M,5,Medium,5,Medium,2,0,72,2
Male,22,Young,Other,0,9,0,0,0,F,9,High,9,High,0,0,1172,1
Male,20,Young,Other,0,10,8,1,8,F,10,High,8,High,8,0,9,2
Female,42,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,31,2
Male,24,Young,Other,1,9,1,0,8,F,9,High,10,High,8,0,198,2
Male,40,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,781,1
Male,27,Adult,Other,0,4,0,0,1,F,4,Low,4,Low,1,5,824,1
Male,60,Adult,Other,0,3,0,0,12,F,3,Low,1,Low,12,0,409,1
Male,33,Adult,Other,0,5,0,0,6,M,5,Medium,4,Low,6,0,41,1
Male,34,Adult,Other,0,4,0,0,2,M,4,Low,3,Low,2,23,121,2
Male,24,Young,White,0,8,0,0,4,M,8,High,4,Low,4,0,159,1
Male,27,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,1,47,2
Male,29,Adult,Other,1,10,1,1,4,F,10,High,9,High,4,0,18,2
Male,21,Young,White,1,7,0,1,1,F,7,Medium,8,High,1,37,62,2
Male,32,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1121,1
Male,30,Adult,White,0,5,0,0,10,F,5,Medium,2,Low,10,0,123,2
Female,42,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,106,2
Male,32,Adult,Other,0,4,0,0,1,F,4,Low,3,Low,1,0,1171,1
Male,27,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,0,56,1
Male,30,Adult,White,0,4,0,0,3,M,4,Low,3,Low,3,0,1101,1
Male,22,Young,Other,0,3,0,0,1,F,3,Low,5,Medium,1,0,350,2
Male,20,Young,White,0,10,0,0,0,M,10,High,9,High,0,0,14,2
Male,57,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,1,909,1
Male,51,Adult,White,0,1,0,0,3,F,1,Low,1,Low,3,0,177,2
Male,21,Young,Other,0,4,0,0,0,F,4,Low,6,Medium,0,0,738,1
Male,22,Young,Other,0,5,0,0,0,F,5,Medium,7,Medium,0,34,552,1
Male,35,Adult,Other,0,8,0,0,4,F,8,High,3,Low,4,0,13,2
Female,54,Adult,White,0,2,0,0,1,F,2,Low,2,Low,1,0,1019,1
Male,58,Adult,White,0,3,0,0,2,F,3,Low,2,Low,2,0,893,1
Female,32,Adult,White,0,1,0,0,0,F,1,Low,2,Low,0,0,29,2
Female,39,Adult,Other,0,6,0,0,22,F,6,Medium,1,Low,22,0,365,2
Male,30,Adult,White,0,6,0,0,9,M,6,Medium,5,Medium,9,6,35,2
Male,20,Young,Other,0,10,0,0,0,F,10,High,10,High,0,208,352,2
Male,40,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1181,1
Female,45,Adult,White,0,2,0,0,5,M,2,Low,2,Low,5,0,1004,1
Male,31,Adult,Other,0,3,0,0,4,F,3,Low,4,Low,4,0,204,2
Male,23,Young,Other,0,9,0,0,4,F,9,High,8,High,4,0,214,1
Male,26,Adult,Other,0,5,0,0,0,M,5,Medium,5,Medium,0,2,111,2
Female,53,Adult,White,0,3,0,0,1,M,3,Low,1,Low,1,0,1080,1
Male,44,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,784,1
Female,44,Adult,White,0,5,0,0,1,M,5,Medium,2,Low,1,0,433,1
Male,21,Young,White,0,2,0,0,0,F,2,Low,5,Medium,0,0,211,2
Male,28,Adult,Other,0,1,0,0,0,M,1,Low,2,Low,0,0,968,1
Male,28,Adult,White,0,1,0,0,2,M,1,Low,2,Low,2,0,1143,1
Male,24,Young,Other,0,3,0,0,0,F,3,Low,4,Low,0,0,5,2
Male,28,Adult,Other,0,2,0,0,0,F,2,Low,3,Low,0,0,966,1
Male,53,Adult,White,0,1,0,0,4,F,1,Low,1,Low,4,0,129,1
Male,47,Adult,Other,0,5,0,0,1,F,5,Medium,3,Low,1,183,1100,1
Male,20,Young,Other,0,3,0,0,1,F,3,Low,5,Medium,1,0,736,1
Male,21,Young,Other,0,6,0,0,0,M,6,Medium,6,Medium,0,0,848,1
Male,30,Adult,Other,0,2,0,0,1,F,2,Low,3,Low,1,1,131,2
Male,37,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,479,2
Male,60,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1060,1
Male,26,Adult,Other,0,2,0,0,1,M,2,Low,3,Low,1,0,106,2
Male,30,Adult,White,0,1,0,0,0,M,1,Low,2,Low,0,0,1056,1
Male,26,Adult,White,0,8,0,0,2,F,8,High,4,Low,2,0,27,2
Female,26,Adult,Other,0,9,0,0,5,F,9,High,6,Medium,5,6,100,2
Male,21,Young,Other,0,5,0,0,0,F,5,Medium,5,Medium,0,1,936,1
Female,39,Adult,Other,0,2,0,0,1,F,2,Low,1,Low,1,0,1131,1
Male,30,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,5,1131,1
Male,44,Adult,Other,0,5,0,0,2,F,5,Medium,2,Low,2,1,618,1
Male,45,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,2,936,1
Male,30,Adult,Other,0,1,0,0,1,F,1,Low,2,Low,1,0,684,1
Male,38,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,8,850,1
Male,23,Young,White,0,5,0,0,6,F,5,Medium,4,Low,6,0,411,2
Male,37,Adult,Other,0,4,0,0,1,F,4,Low,4,Low,1,0,905,1
Male,46,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,827,1
Male,42,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,833,1
Female,20,Young,Other,0,8,0,0,0,F,8,High,7,Medium,0,0,32,2
Male,65,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,991,1
Male,54,Adult,White,0,2,0,0,4,M,2,Low,1,Low,4,2,1145,1
Male,47,Adult,Other,0,1,0,0,7,F,1,Low,1,Low,7,0,349,2
Male,39,Adult,Other,0,9,0,0,5,F,9,High,6,Medium,5,0,92,2
Male,26,Adult,White,0,7,0,0,0,F,7,Medium,3,Low,0,0,56,2
Male,29,Adult,White,0,10,0,0,7,M,10,High,7,Medium,7,0,50,2
Male,51,Adult,White,0,1,0,0,7,F,1,Low,1,Low,7,14,32,2
Male,44,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1124,1
Male,49,Adult,White,0,5,0,0,12,M,5,Medium,1,Low,12,0,52,1
Male,22,Young,Other,0,8,0,0,0,F,8,High,9,High,0,0,232,2
Male,32,Adult,Other,0,4,0,0,4,M,4,Low,2,Low,4,0,231,2
Male,27,Adult,Other,0,3,0,0,0,M,3,Low,3,Low,0,0,774,1
Male,30,Adult,White,0,2,0,0,0,M,2,Low,1,Low,0,0,919,1
Male,22,Young,Other,0,10,3,1,6,F,10,High,10,High,6,0,148,2
Male,20,Young,Other,2,8,0,0,2,F,8,High,10,High,2,0,676,2
Male,28,Adult,Other,0,7,0,0,11,M,7,Medium,7,Medium,11,1,651,1
Male,45,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,751,1
Female,51,Adult,White,0,5,0,0,5,F,5,Medium,2,Low,5,33,963,1
Male,27,Adult,Other,0,2,0,0,4,F,2,Low,2,Low,4,0,227,2
Male,32,Adult,Other,0,7,0,0,0,F,7,Medium,3,Low,0,16,28,2
Male,43,Adult,Other,0,3,0,0,2,F,3,Low,1,Low,2,5,449,1
Female,63,Adult,Other,0,4,0,0,1,F,4,Low,1,Low,1,0,858,1
Male,37,Adult,White,0,2,0,0,2,F,2,Low,1,Low,2,0,962,1
Male,26,Adult,Other,0,4,0,0,0,F,4,Low,3,Low,0,0,94,2
Male,32,Adult,Other,1,10,2,0,17,F,10,High,10,High,17,0,84,2
Male,26,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,953,1
Male,32,Adult,Other,0,3,0,0,4,F,3,Low,2,Low,4,0,1120,1
Male,39,Adult,Other,0,4,0,0,3,F,4,Low,1,Low,3,0,1038,1
Female,58,Adult,Other,0,1,0,0,4,F,1,Low,1,Low,4,0,848,1
Male,33,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,1117,1
Female,22,Young,White,0,3,0,1,1,M,3,Low,4,Low,1,0,883,1
Male,26,Adult,Other,0,5,0,0,6,M,5,Medium,4,Low,6,0,250,2
Male,21,Young,Other,2,10,0,1,2,F,10,High,9,High,2,139,158,2
Female,29,Adult,Other,0,4,0,0,1,F,4,Low,2,Low,1,0,482,2
Male,31,Adult,White,0,7,0,0,0,F,7,Medium,4,Low,0,35,278,2
Male,43,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,869,1
Male,23,Young,Other,0,7,0,0,0,M,7,Medium,6,Medium,0,0,1057,1
Male,25,Young,White,0,2,0,0,0,F,2,Low,4,Low,0,0,766,1
Male,22,Young,Other,0,9,0,0,6,F,9,High,9,High,6,0,405,1
Male,30,Adult,Other,0,4,0,0,6,F,4,Low,4,Low,6,133,1168,1
Male,25,Young,Other,0,9,3,1,15,F,9,High,7,Medium,15,1,147,2
Male,20,Young,Other,0,7,0,1,0,F,7,Medium,6,Medium,0,0,3,2
Male,39,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,0,934,1
Male,31,Adult,Other,0,5,0,0,3,F,5,Medium,2,Low,3,0,464,2
Male,33,Adult,Other,0,2,0,0,1,F,2,Low,2,Low,1,2,121,2
Male,59,Adult,Other,0,4,0,0,1,F,4,Low,1,Low,1,0,1111,1
Male,21,Young,Other,0,9,0,2,1,F,9,High,8,High,1,0,938,1
Male,53,Adult,Other,0,6,0,0,8,F,6,Medium,1,Low,8,4,407,2
Male,34,Adult,White,0,2,0,0,2,M,2,Low,2,Low,2,0,1139,1
Male,36,Adult,White,0,4,0,0,6,F,4,Low,2,Low,6,0,1078,1
Male,23,Young,Other,0,3,0,0,0,F,3,Low,5,Medium,0,0,365,1
Male,32,Adult,Other,0,8,0,0,2,M,8,High,5,Medium,2,109,1166,1
Male,32,Adult,Other,0,9,0,0,11,M,9,High,5,Medium,11,1,111,2
Female,66,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,1068,1
Male,66,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,757,1
Female,24,Young,White,0,6,0,0,0,M,6,Medium,4,Low,0,23,1047,1
Male,30,Adult,Other,0,10,0,0,7,F,10,High,7,Medium,7,631,903,2
Male,28,Adult,Other,0,7,0,0,1,M,7,Medium,3,Low,1,1,1113,1
Male,43,Adult,White,0,5,0,0,4,F,5,Medium,2,Low,4,2,549,2
Male,35,Adult,Other,0,2,0,0,3,M,2,Low,2,Low,3,10,825,1
Male,19,Young,Other,3,8,0,0,2,F,8,High,9,High,2,0,48,2
Male,33,Adult,White,0,2,0,0,0,F,2,Low,2,Low,0,0,68,2
Male,22,Young,Other,0,6,0,0,1,M,6,Medium,7,Medium,1,3,70,2
Male,29,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,0,1167,1
Female,23,Young,Other,0,4,0,0,0,M,4,Low,5,Medium,0,1,776,1
Male,62,Adult,Other,0,9,0,0,15,F,9,High,9,High,15,0,911,1
Female,33,Adult,White,0,2,0,0,0,M,2,Low,1,Low,0,0,47,1
Male,35,Adult,Other,0,4,0,0,1,M,4,Low,2,Low,1,0,1156,1
Male,53,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,843,1
Male,59,Adult,White,0,6,0,0,17,F,6,Medium,1,Low,17,0,165,2
Female,48,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1086,1
Female,33,Adult,Other,0,2,0,0,1,F,2,Low,1,Low,1,0,1152,1
Male,44,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,1068,1
Male,31,Adult,White,0,2,0,0,10,F,2,Low,2,Low,10,0,64,2
Male,28,Adult,Other,0,4,0,1,2,F,4,Low,5,Medium,2,0,287,2
Male,56,Adult,Other,0,1,0,0,9,F,1,Low,1,Low,9,0,771,1
Male,51,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,762,1
Male,23,Young,Other,0,7,0,0,0,F,7,Medium,5,Medium,0,5,5,2
Male,21,Young,Other,0,7,0,0,0,F,7,Medium,6,Medium,0,0,129,1
Male,26,Adult,White,0,5,0,0,0,F,5,Medium,4,Low,0,0,1185,1
Male,22,Young,Other,0,9,3,0,3,F,9,High,10,High,3,0,915,1
Male,29,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,1101,1
Male,20,Young,Other,0,9,1,1,2,F,9,High,7,Medium,2,1,167,2
Male,44,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,870,1
Male,41,Adult,Other,0,5,0,0,2,F,5,Medium,3,Low,2,14,953,1
Female,28,Adult,Other,0,4,0,1,4,F,4,Low,3,Low,4,0,875,1
Male,27,Adult,White,0,6,0,0,1,M,6,Medium,5,Medium,1,21,115,2
Male,31,Adult,White,0,3,0,0,7,M,3,Low,2,Low,7,0,753,1
Male,23,Young,White,0,8,0,0,5,F,8,High,5,Medium,5,0,298,2
Male,33,Adult,Other,0,7,0,0,16,M,7,Medium,3,Low,16,0,172,2
Male,26,Adult,Other,0,3,0,0,3,F,3,Low,3,Low,3,0,554,2
Male,20,Young,Other,0,4,0,2,0,F,4,Low,7,Medium,0,0,117,1
Male,55,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,37,2
Male,36,Adult,Other,0,8,0,0,0,F,8,High,2,Low,0,1,1129,1
Male,48,Adult,Other,0,1,0,0,4,F,1,Low,1,Low,4,3,125,2
Male,22,Young,Other,0,4,0,0,5,F,4,Low,5,Medium,5,1,131,2
Male,23,Young,Other,1,9,0,0,1,M,9,High,9,High,1,4,961,1
Male,34,Adult,Other,0,10,2,1,19,F,10,High,6,Medium,19,4,276,2
Female,59,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,965,1
Male,37,Adult,White,0,2,0,0,0,F,2,Low,1,Low,0,0,85,2
Female,28,Adult,White,0,4,0,0,0,F,4,Low,3,Low,0,0,627,2
Male,20,Young,Other,1,10,0,1,1,F,10,High,9,High,1,0,55,2
Male,31,Adult,Other,0,2,0,0,0,F,2,Low,4,Low,0,0,911,1
Female,38,Adult,Other,0,10,0,0,14,F,10,High,3,Low,14,4,29,2
Male,33,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,0,155,2
Male,27,Adult,Other,0,8,0,0,3,F,8,High,6,Medium,3,0,50,2
Male,25,Young,White,0,4,0,0,2,M,4,Low,3,Low,2,1,119,2
Female,42,Adult,Other,0,2,0,0,2,F,2,Low,1,Low,2,0,857,1
Male,22,Young,Other,0,8,0,0,3,F,8,High,5,Medium,3,25,66,2
Male,21,Young,Other,0,6,0,0,0,F,6,Medium,8,High,0,1,1127,1
Male,57,Adult,White,0,7,0,0,15,F,7,Medium,3,Low,15,0,920,1
Male,45,Adult,White,0,5,0,0,1,F,5,Medium,3,Low,1,28,412,2
Female,21,Young,Other,0,3,0,0,1,M,3,Low,4,Low,1,0,260,2
Male,52,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,1058,1
Male,29,Adult,White,0,3,0,0,0,M,3,Low,3,Low,0,0,1044,1
Female,37,Adult,Other,0,4,0,0,0,M,4,Low,3,Low,0,5,1163,1
Male,34,Adult,White,0,2,0,1,0,F,2,Low,1,Low,0,0,642,1
Male,53,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,151,2
Female,30,Adult,Other,0,8,0,0,8,F,8,High,3,Low,8,0,590,2
Male,35,Adult,Other,0,3,0,0,0,M,3,Low,2,Low,0,0,460,1
Male,28,Adult,White,0,4,0,0,1,F,4,Low,2,Low,1,3,1047,1
Male,21,Young,Other,0,8,0,0,1,F,8,High,9,High,1,0,1067,1
Male,22,Young,Other,0,7,0,0,1,F,7,Medium,6,Medium,1,0,13,1
Male,42,Adult,White,0,3,0,0,1,M,3,Low,2,Low,1,0,142,2
Male,26,Adult,Other,0,4,0,0,3,F,4,Low,2,Low,3,0,21,2
Male,54,Adult,Other,0,1,0,0,9,M,1,Low,1,Low,9,1,825,1
Male,39,Adult,Other,0,2,0,0,1,F,2,Low,1,Low,1,0,79,2
Male,30,Adult,Other,2,9,0,0,20,F,9,High,5,Medium,20,381,405,2
Female,26,Adult,Other,0,6,0,0,1,F,6,Medium,4,Low,1,27,184,2
Male,41,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,815,1
Male,23,Young,White,1,5,0,1,5,M,5,Medium,4,Low,5,54,129,2
Male,43,Adult,White,0,2,0,0,1,F,2,Low,1,Low,1,64,237,2
Male,22,Young,Other,0,3,0,0,0,M,3,Low,5,Medium,0,0,15,2
Male,42,Adult,Other,0,5,0,0,3,M,5,Medium,3,Low,3,0,849,1
Female,27,Adult,White,0,3,0,0,6,F,3,Low,3,Low,6,0,169,2
Female,42,Adult,Other,0,3,0,0,2,M,3,Low,1,Low,2,34,1162,1
Male,25,Young,Other,0,6,0,0,8,F,6,Medium,5,Medium,8,29,90,2
Male,49,Adult,Other,0,2,0,0,4,M,2,Low,1,Low,4,36,788,1
Male,26,Adult,Other,1,9,0,0,7,F,9,High,5,Medium,7,0,553,2
Male,52,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,24,892,1
Female,60,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,858,1
Female,23,Young,Other,0,6,0,0,0,M,6,Medium,6,Medium,0,0,1115,1
Male,30,Adult,Other,0,7,0,0,2,M,7,Medium,6,Medium,2,0,340,1
Male,48,Adult,Other,0,6,0,0,9,F,6,Medium,5,Medium,9,4,372,2
Male,32,Adult,Other,0,7,0,0,2,F,7,Medium,5,Medium,2,1,304,2
Male,28,Adult,Other,0,3,0,1,3,F,3,Low,3,Low,3,1,516,2
Male,24,Young,Other,0,7,0,0,5,F,7,Medium,4,Low,5,0,259,2
Female,26,Adult,Other,0,5,0,0,3,F,5,Medium,3,Low,3,0,107,2
Male,22,Young,Other,0,5,0,0,3,F,5,Medium,8,High,3,0,20,2
Male,44,Adult,Other,0,2,0,0,2,F,2,Low,1,Low,2,1,1141,1
Male,32,Adult,White,0,4,0,0,3,F,4,Low,4,Low,3,85,613,1
Female,27,Adult,Other,0,2,0,0,1,M,2,Low,2,Low,1,0,923,1
Male,52,Adult,Other,0,4,0,0,15,M,4,Low,3,Low,15,1,334,2
Male,61,Adult,White,0,2,0,0,3,M,2,Low,1,Low,3,1,28,2
Male,69,Adult,Other,0,1,0,0,3,M,1,Low,2,Low,3,0,968,1
Male,51,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,33,961,1
Female,21,Young,White,0,6,0,0,1,F,6,Medium,6,Medium,1,1,417,1
Male,31,Adult,White,1,6,0,0,2,M,6,Medium,6,Medium,2,3,391,2
Male,19,Young,Other,0,4,2,0,3,F,4,Low,7,Medium,3,29,192,2
Male,24,Young,Other,0,9,5,0,12,M,9,High,9,High,12,0,7,2
Male,24,Young,White,0,8,0,0,3,F,8,High,6,Medium,3,5,204,2
Male,57,Adult,Other,0,1,0,0,3,F,1,Low,1,Low,3,0,921,1
Male,30,Adult,White,0,7,0,0,6,F,7,Medium,8,High,6,6,969,1
Male,43,Adult,Other,0,1,0,0,4,F,1,Low,1,Low,4,1,83,2
Male,24,Young,Other,0,7,0,1,4,F,7,Medium,4,Low,4,4,232,1
Female,30,Adult,White,0,7,0,0,7,M,7,Medium,3,Low,7,0,885,1
Male,25,Young,Other,0,9,0,0,5,F,9,High,7,Medium,5,1,60,2
Male,57,Adult,White,0,2,0,0,0,M,2,Low,1,Low,0,0,117,2
Female,56,Adult,White,0,8,0,0,1,F,8,High,3,Low,1,384,1185,1
Male,21,Young,Other,0,8,0,0,1,F,8,High,8,High,1,0,37,1
Male,31,Adult,Other,3,10,0,0,6,F,10,High,6,Medium,6,30,175,2
Female,23,Young,Other,0,9,0,0,1,F,9,High,8,High,1,0,1079,1
Male,30,Adult,Other,1,10,0,2,15,F,10,High,8,High,15,1,19,2
Male,42,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,1019,1
Male,64,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,307,1175,1
Female,21,Young,White,0,6,0,0,0,F,6,Medium,6,Medium,0,0,110,2
Male,36,Adult,Other,0,3,0,0,5,F,3,Low,2,Low,5,0,17,1
Female,50,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,945,1
Male,23,Young,Other,0,3,0,0,0,M,3,Low,4,Low,0,1,12,2
Male,28,Adult,Other,0,3,0,0,2,F,3,Low,4,Low,2,48,1071,1
Female,25,Young,White,0,7,0,0,5,F,7,Medium,4,Low,5,0,18,1
Female,47,Adult,Other,0,6,0,0,1,F,6,Medium,3,Low,1,0,932,1
Male,28,Adult,Other,0,8,0,1,7,F,8,High,7,Medium,7,0,104,2
Male,53,Adult,Other,0,10,0,0,4,F,10,High,5,Medium,4,0,882,1
Male,54,Adult,White,0,4,0,0,14,M,4,Low,3,Low,14,27,28,2
Male,37,Adult,Other,0,1,0,0,6,M,1,Low,2,Low,6,0,826,1
Male,25,Young,White,0,9,0,1,5,M,9,High,8,High,5,14,326,2
Male,63,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,3,150,2
Male,35,Adult,Other,0,7,0,0,2,M,7,Medium,4,Low,2,0,741,1
Male,20,Young,Other,9,4,0,0,9,F,4,Low,7,Medium,9,0,180,2
Male,26,Adult,Other,0,1,0,0,0,M,1,Low,3,Low,0,0,33,2
Male,32,Adult,Other,0,3,0,0,2,F,3,Low,3,Low,2,0,740,1
Male,25,Young,Other,0,10,0,0,8,M,10,High,10,High,8,1,14,2
Male,33,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,851,1
Male,29,Adult,Other,0,3,0,0,7,F,3,Low,4,Low,7,1,92,1
Male,27,Adult,Other,0,4,0,0,2,M,4,Low,3,Low,2,0,1135,1
Male,37,Adult,Other,1,9,0,1,12,M,9,High,10,High,12,0,152,2
Female,20,Young,White,0,10,2,1,3,M,10,High,8,High,3,0,27,2
Male,32,Adult,Other,0,2,0,0,1,F,2,Low,2,Low,1,0,71,2
Male,72,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,1019,1
Male,38,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,1,545,1
Male,40,Adult,White,0,2,0,0,0,F,2,Low,1,Low,0,0,1119,1
Male,23,Young,White,0,3,0,0,0,F,3,Low,4,Low,0,0,750,1
Male,21,Young,White,0,8,0,0,5,F,8,High,8,High,5,0,163,2
Male,27,Adult,White,0,7,0,0,4,F,7,Medium,4,Low,4,0,266,2
Male,55,Adult,White,0,6,0,0,13,F,6,Medium,7,Medium,13,0,13,2
Male,23,Young,Other,0,9,3,0,5,F,9,High,9,High,5,0,76,2
Female,41,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,812,1
Male,56,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,1,1051,1
Male,55,Adult,White,0,7,0,0,11,M,7,Medium,3,Low,11,56,151,1
Female,23,Young,Other,0,6,0,0,0,F,6,Medium,5,Medium,0,0,45,2
Male,28,Adult,Other,0,2,0,0,3,F,2,Low,2,Low,3,0,951,1
Male,31,Adult,Other,0,2,0,0,2,F,2,Low,4,Low,2,12,309,2
Male,56,Adult,Other,0,2,0,0,3,M,2,Low,1,Low,3,0,58,1
Male,53,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1082,1
Male,27,Adult,Other,0,5,0,0,6,F,5,Medium,4,Low,6,9,305,2
Male,22,Young,White,0,5,0,0,0,F,5,Medium,6,Medium,0,0,56,2
Female,22,Young,Other,0,4,0,1,0,F,4,Low,4,Low,0,0,354,2
Male,33,Adult,Other,0,6,0,0,7,M,6,Medium,7,Medium,7,1,285,2
Male,34,Adult,Other,0,7,0,0,15,F,7,Medium,7,Medium,15,0,230,1
Male,22,Young,Other,0,3,0,0,0,M,3,Low,5,Medium,0,1,265,2
Male,32,Adult,Other,0,8,0,0,12,F,8,High,6,Medium,12,0,1092,1
Male,47,Adult,Other,4,9,0,1,14,F,9,High,4,Low,14,0,306,2
Male,24,Young,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,1177,1
Male,25,Young,Other,0,10,4,4,14,F,10,High,7,Medium,14,82,383,2
Male,56,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,1067,1
Male,36,Adult,Other,0,4,0,0,1,F,4,Low,4,Low,1,0,30,2
Male,28,Adult,Other,0,6,0,0,4,F,6,Medium,5,Medium,4,21,83,2
Male,20,Young,Other,2,9,0,0,2,F,9,High,7,Medium,2,0,129,2
Male,59,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,948,1
Female,27,Adult,White,0,7,0,0,1,F,7,Medium,3,Low,1,0,300,2
Female,29,Adult,Other,0,8,0,0,11,F,8,High,5,Medium,11,0,880,1
Male,72,Adult,White,0,1,0,0,3,F,1,Low,1,Low,3,0,744,1
Female,24,Young,Other,0,7,0,0,2,M,7,Medium,8,High,2,13,262,2
Male,45,Adult,Other,0,9,0,0,3,F,9,High,1,Low,3,0,6,1
Male,30,Adult,Other,0,10,0,0,7,M,10,High,10,High,7,2,128,2
Male,45,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1185,1
Male,47,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,779,1
Male,24,Young,Other,0,3,0,0,0,F,3,Low,4,Low,0,9,28,2
Male,20,Young,Other,0,3,0,0,0,M,3,Low,6,Medium,0,2,421,2
Male,51,Adult,White,0,1,0,0,6,F,1,Low,1,Low,6,0,3,2
Male,34,Adult,Other,0,3,0,0,2,M,3,Low,2,Low,2,0,758,1
Male,22,Young,Other,0,3,0,0,2,F,3,Low,6,Medium,2,0,102,1
Female,49,Adult,White,0,2,0,0,2,M,2,Low,1,Low,2,11,245,2
Male,41,Adult,White,0,1,0,0,5,F,1,Low,1,Low,5,0,932,1
Male,49,Adult,White,0,3,0,0,1,F,3,Low,1,Low,1,0,801,1
Male,26,Adult,Other,0,1,0,0,0,M,1,Low,2,Low,0,0,907,1
Female,34,Adult,White,0,3,0,0,2,F,3,Low,2,Low,2,0,53,2
Female,28,Adult,Other,0,3,0,0,0,M,3,Low,3,Low,0,0,893,1
Male,33,Adult,White,0,2,0,0,2,M,2,Low,2,Low,2,1,1098,1
Male,46,Adult,Other,0,7,0,0,0,F,7,Medium,4,Low,0,1,871,1
Male,21,Young,Other,0,4,0,0,0,M,4,Low,6,Medium,0,1,1029,1
Male,26,Adult,Other,0,9,1,3,14,F,9,High,8,High,14,0,9,2
Female,28,Adult,Other,0,5,0,0,2,M,5,Medium,4,Low,2,0,842,1
Male,48,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,2,2
Male,58,Adult,Other,0,6,0,0,24,F,6,Medium,1,Low,24,3,40,2
Male,29,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,0,1184,1
Female,20,Young,Other,0,10,0,3,2,F,10,High,9,High,2,22,36,2
Male,28,Adult,Other,0,4,0,0,0,M,4,Low,3,Low,0,0,1,2
Male,21,Young,White,0,8,0,0,0,F,8,High,10,High,0,4,141,2
Male,26,Adult,Other,0,7,0,0,0,F,7,Medium,5,Medium,0,0,1141,1
Male,34,Adult,Other,0,1,0,0,3,M,1,Low,1,Low,3,0,1068,1
Male,32,Adult,Other,2,8,0,0,15,F,8,High,5,Medium,15,6,108,2
